Employee ID,Name,Role,Department,Wage Rate
E07487,Jamie Booth,Supervisor,Maintenance,39.25
E07488,Stephen Hunter,Technician,Packaging,37.98
E07489,Andrea Greene,Supervisor,QA,39.69
E07490,Heather Jackson,Supervisor,Packaging,40.35
E07491,Tammy Jones,Technician,QA,47.65
E07492,Sandra Lynn,Operator,QA,33.65
E07493,Mrs. Cindy Giles,Supervisor,QA,31.34
E07494,Gina Allen,Engineer,Maintenance,41.95
E07495,Jenna Parker,Operator,QA,13.39
E07496,Laura Snyder,Supervisor,Packaging,24.67
E07497,Andrew Carter,Supervisor,Logistics,34.85
E07498,Melissa Preston,Technician,QA,26.37
E07499,Jason Wilson,Operator,Maintenance,39.14
E07500,Summer Wright,Engineer,Packaging,31.75
E07501,Rodney Gutierrez,Supervisor,Maintenance,39.6
E07502,Eric Adams,Technician,Packaging,41.37
E07503,Anthony Stewart,Operator,Maintenance,30.3
E07504,Anthony Hernandez,Operator,Packaging,39.57
E07505,Kenneth Smith,Engineer,Packaging,16.84
E07506,Jake Graham,Supervisor,Packaging,24.91
E07507,James Lynn,Engineer,Maintenance,40.88
E07508,David Johnson,Engineer,Maintenance,10.7
E07509,Cory Peterson,Supervisor,Maintenance,20.16
E07510,Shelby Bell,Operator,Packaging,23.27
E07511,Amanda White DDS,Engineer,Maintenance,44.44
E07512,Carlos Osborne,Supervisor,Logistics,14.71
E07513,Nicole Wall,Technician,QA,19.07
E07514,Jason Martinez,Technician,Logistics,28.37
E07515,Lisa Jackson,Engineer,Packaging,26.94
E07516,Jared Jones,Operator,Assembly,27.43
E07517,Megan Fisher,Operator,Assembly,23.95
E07518,Jennifer Murphy,Supervisor,Assembly,13.43
E07519,Dana Scott,Technician,Assembly,28.02
E07520,Brian Quinn,Operator,Packaging,23.26
E07521,Karl Todd,Operator,Packaging,38.8
E07522,Shane Owen,Operator,Assembly,49.08
E07523,James Brewer,Engineer,Logistics,34.84
E07524,Paul Ford,Engineer,Packaging,35.49
E07525,Sarah Avery,Technician,Assembly,12.08
E07526,Katherine Martinez,Operator,QA,35.4
E07527,Ashley Cochran,Supervisor,Packaging,27.74
E07528,Matthew Larson,Technician,Packaging,14.82
E07529,Todd Holland,Operator,Assembly,46.3
E07530,Shane Burns,Technician,Assembly,28.33
E07531,Amanda Chandler,Supervisor,Assembly,47.82
E07532,Jennifer Rivera,Supervisor,Assembly,40.35
E07533,Brian Rogers,Operator,Packaging,33.94
E07534,Brenda Patel,Engineer,Packaging,48.28
E07535,Willie Perkins,Engineer,QA,13.6
E07536,Samantha Daniels,Technician,Assembly,29.0
E07537,Amy Morgan,Supervisor,Maintenance,31.13
E07538,Shelly Villarreal,Operator,Assembly,25.85
E07539,Katherine Hubbard,Technician,Logistics,41.75
E07540,Jessica Adams,Technician,Assembly,21.38
E07541,Sue Moody,Supervisor,Logistics,20.39
E07542,Paul Bradford,Engineer,Packaging,13.23
E07543,Thomas Chase,Technician,Assembly,39.91
E07544,Lori Goodman,Engineer,Packaging,24.0
E07545,Michael Martinez,Operator,Logistics,15.96
E07546,Jessica Potter,Technician,Packaging,31.33
E07547,Melissa Mccullough,Operator,Assembly,47.51
E07548,Eric Brooks,Technician,QA,48.74
E07549,Randall Wiley,Technician,QA,20.09
E07550,Melissa Mitchell,Operator,QA,26.63
E07551,Laura Reed,Technician,Logistics,17.67
E07552,Kerry Horton,Supervisor,Maintenance,29.78
E07553,Luis Summers,Technician,Packaging,33.21
E07554,Joshua Gomez,Operator,Assembly,27.59
E07555,Marisa Anthony,Technician,Logistics,29.89
E07556,Jason Matthews,Operator,Packaging,36.57
E07557,Micheal Harvey,Technician,QA,24.6
E07558,Victoria Good,Technician,Maintenance,41.94
E07559,Lauren Taylor DVM,Technician,Packaging,41.42
E07560,Jennifer Cummings,Supervisor,Assembly,17.58
E07561,Mrs. Beverly Valenzuela DDS,Supervisor,Assembly,27.46
E07562,Matthew Ruiz,Engineer,Logistics,47.29
E07563,Susan Roberts,Supervisor,Assembly,15.23
E07564,Julie Thomas,Supervisor,Packaging,11.49
E07565,Anthony Fox,Operator,Maintenance,35.81
E07566,Victoria Phillips,Technician,QA,35.14
E07567,William Vaughan,Engineer,Logistics,29.65
E07568,Amber Crosby,Technician,QA,45.75
E07569,Brianna Pugh,Technician,Logistics,33.8
E07570,Jason Moreno,Operator,Assembly,34.91
E07571,Bryan Hubbard,Operator,QA,43.55
E07572,Anna Shaffer,Operator,Assembly,11.26
E07573,Diana Brooks,Engineer,QA,38.83
E07574,Wendy Kemp,Operator,Assembly,13.47
E07575,James Davis,Technician,QA,25.33
E07576,Kevin Thompson,Technician,Packaging,30.44
E07577,Olivia Nguyen,Operator,Logistics,37.6
E07578,Jasmine Jackson,Technician,Logistics,12.76
E07579,Samuel Kaiser,Technician,Logistics,41.61
E07580,Angela Bonilla,Supervisor,Assembly,36.59
E07581,Jose Franklin,Technician,Logistics,16.61
E07582,Christopher Hansen,Engineer,Logistics,35.37
E07583,Michelle Gomez,Technician,Packaging,38.59
E07584,Travis Williams,Engineer,Assembly,29.29
E07585,James Harrington,Engineer,Logistics,27.57
E07586,Crystal Cook,Operator,Logistics,41.12
E07587,William Mora,Operator,Maintenance,44.27
E07588,Jared Torres,Engineer,QA,10.49
E07589,John Franklin,Engineer,QA,12.44
E07590,Monica Miller,Supervisor,QA,43.76
E07591,Rachel Hicks,Operator,Logistics,47.47
E07592,Ryan Clark,Technician,QA,27.51
E07593,Gregory Alvarez,Operator,QA,31.7
E07594,Tracey Moore,Operator,QA,14.12
E07595,Monica Washington,Operator,Logistics,21.64
E07596,Travis Sullivan,Operator,QA,38.51
E07597,Tiffany Parker,Technician,Maintenance,29.38
E07598,Samuel Farmer,Operator,Assembly,42.53
E07599,Susan Mckinney,Engineer,Assembly,21.1
E07600,Sarah Green,Supervisor,Maintenance,27.12
E07601,Brittany Collins,Engineer,Packaging,42.52
E07602,Marissa Martinez,Operator,Packaging,44.0
E07603,Timothy Solomon,Supervisor,Assembly,26.98
E07604,Taylor Harrington,Operator,Logistics,28.36
E07605,Tami Chen,Technician,Maintenance,19.48
E07606,Troy Garcia,Supervisor,Maintenance,27.02
E07607,Bonnie Johnson,Engineer,Packaging,29.9
E07608,Rachel Mccullough,Operator,QA,22.26
E07609,William Edwards,Supervisor,Maintenance,14.93
E07610,Sandra Irwin,Supervisor,Packaging,24.51
E07611,Katherine Johnston,Technician,Maintenance,34.2
E07612,Randy Vega,Engineer,QA,15.7
E07613,Mark Mccann,Operator,Maintenance,43.75
E07614,Matthew Mcconnell,Engineer,Logistics,31.76
E07615,Sean Landry,Engineer,Maintenance,22.68
E07616,Mr. James Rodriguez PhD,Technician,Logistics,29.37
E07617,Krista Powell,Supervisor,Logistics,18.74
E07618,Stephanie Rodriguez,Technician,Logistics,21.92
E07619,Elizabeth Anderson,Supervisor,Maintenance,17.67
E07620,Molly Drake,Operator,QA,28.41
E07621,Tyler Knapp,Operator,Maintenance,24.43
E07622,Matthew Ellis,Supervisor,Logistics,23.9
E07623,Brian Burke,Supervisor,Maintenance,45.65
E07624,Karen Hernandez,Operator,Packaging,21.87
E07625,William Romero,Engineer,Assembly,18.02
E07626,Andrew Edwards,Operator,Logistics,16.15
E07627,Albert Carter,Supervisor,Maintenance,10.3
E07628,Thomas Wright,Engineer,Packaging,22.75
E07629,Travis Woodward,Operator,Logistics,35.54
E07630,Robert Sherman,Engineer,Logistics,35.93
E07631,Brian White,Operator,Maintenance,49.64
E07632,Karen Miller,Operator,Maintenance,46.67
E07633,Pamela Bishop,Supervisor,Maintenance,15.7
E07634,Justin Williams,Technician,Assembly,44.03
E07635,Mrs. Dana Bowman,Technician,Maintenance,13.62
E07636,James Flores DDS,Technician,Logistics,27.26
E07637,Sharon Griffith,Supervisor,Assembly,30.09
E07638,Brent Espinoza,Operator,QA,47.82
E07639,Judy Castillo,Technician,Logistics,32.75
E07640,Vanessa Walker,Technician,QA,42.17
E07641,Phyllis Hudson,Supervisor,Packaging,48.87
E07642,Aaron Johnson,Supervisor,Assembly,42.96
E07643,Amy White,Operator,Assembly,18.85
E07644,Spencer Vaughn,Engineer,Maintenance,18.53
E07645,Kevin Thompson,Technician,Maintenance,23.1
E07646,Kenneth Lawrence,Operator,Logistics,44.29
E07647,Peter Weaver,Technician,Packaging,36.75
E07648,Brittany Scott,Engineer,Packaging,26.85
E07649,Kevin Weber,Engineer,Packaging,22.84
E07650,Todd Peterson,Technician,Maintenance,23.77
E07651,Kimberly Rollins,Technician,Packaging,34.81
E07652,Jesse Snyder,Operator,Assembly,10.28
E07653,Robert Green,Technician,Packaging,16.71
E07654,Jacqueline Howell,Supervisor,Assembly,42.14
E07655,Jamie Holloway,Supervisor,Maintenance,16.7
E07656,Susan Jackson,Supervisor,QA,43.48
E07657,Martha Maldonado,Technician,Assembly,22.91
E07658,Stephanie Ramirez,Technician,Maintenance,48.58
E07659,Christopher Martin,Operator,QA,17.0
E07660,Sarah Carter,Engineer,Logistics,11.68
E07661,Emily Valdez,Operator,Assembly,42.61
E07662,Mary Williams,Technician,Packaging,20.25
E07663,Sonya Davila,Engineer,Maintenance,14.81
E07664,Stephanie Lewis,Operator,Maintenance,45.63
E07665,Kim Molina,Engineer,Assembly,36.56
E07666,John Bowen,Operator,Assembly,11.62
E07667,Curtis Michael MD,Engineer,Assembly,16.17
E07668,Stanley Powell,Operator,Logistics,39.65
E07669,Lindsay White,Operator,Assembly,45.45
E07670,Michael Cook DDS,Engineer,Logistics,29.36
E07671,Angela Morris,Operator,Maintenance,48.63
E07672,Valerie Johnson,Supervisor,Assembly,26.76
E07673,Pamela Avila,Technician,Logistics,47.48
E07674,Ruben Logan,Technician,QA,22.76
E07675,Tanya Gonzalez,Operator,Maintenance,30.86
E07676,John Washington,Technician,Assembly,11.39
E07677,Joseph Small,Technician,Assembly,38.54
E07678,Chelsey Taylor,Supervisor,QA,35.85
E07679,Tyler Martin,Operator,Assembly,22.62
E07680,Gregory Stewart,Operator,Maintenance,11.59
E07681,Daniel Ortiz,Technician,Packaging,47.16
E07682,Suzanne Tucker,Technician,Packaging,28.08
E07683,Christopher Wheeler,Technician,QA,33.02
E07684,Amy Mitchell,Engineer,Packaging,25.42
E07685,William Chang,Operator,Assembly,25.4
E07686,Stephanie Cannon,Supervisor,Packaging,17.83
E07687,Mary Stevens,Supervisor,Packaging,29.81
E07688,John Carter,Technician,Assembly,45.88
E07689,Danielle Robinson,Operator,QA,49.48
E07690,Mr. Christopher Combs,Engineer,Assembly,40.6
E07691,Dorothy Francis,Operator,Packaging,49.2
E07692,Michael Krause,Engineer,Assembly,35.03
E07693,William Ford,Supervisor,Maintenance,17.54
E07694,Thomas Sosa,Technician,QA,44.76
E07695,Katherine Roberts MD,Engineer,QA,44.12
E07696,Elizabeth Kelly,Engineer,QA,28.25
E07697,Paula Oconnor DVM,Engineer,Logistics,33.6
E07698,Connie Hawkins,Operator,QA,31.72
E07699,Vanessa Johnson,Supervisor,QA,34.22
E07700,Ronald Hays,Supervisor,QA,39.25
E07701,Bruce Davis,Engineer,Packaging,38.66
E07702,Brian Hughes,Engineer,Maintenance,42.67
E07703,Natalie Lynch,Operator,QA,16.62
E07704,Jeffrey Elliott,Operator,Packaging,31.9
E07705,Ryan Rodriguez,Technician,Assembly,14.35
E07706,Mike Carlson,Technician,Maintenance,37.61
E07707,Lindsey Suarez,Supervisor,Maintenance,43.51
E07708,Leah Andersen,Supervisor,QA,36.93
E07709,Joyce Carey MD,Supervisor,Packaging,34.5
E07710,Mathew Brown,Technician,Packaging,22.07
E07711,Kayla James,Technician,Assembly,45.66
E07712,John Dougherty,Technician,QA,26.61
E07713,Ashley Norton,Technician,Logistics,48.15
E07714,Andrea Ross,Engineer,Logistics,48.78
E07715,Janet Burns,Operator,Maintenance,19.87
E07716,Tracy Kelley,Supervisor,Assembly,39.05
E07717,Kristen Davis,Supervisor,Packaging,14.46
E07718,Katherine Diaz,Technician,Logistics,46.2
E07719,Jennifer Martinez,Supervisor,Assembly,15.26
E07720,Denise Tyler,Engineer,Logistics,15.12
E07721,Dale Castaneda,Engineer,Assembly,43.38
E07722,Wendy Bass,Engineer,Logistics,17.68
E07723,Jeff Cole,Technician,Logistics,28.71
E07724,Diana Lopez,Supervisor,Assembly,18.13
E07725,Mark Horn,Engineer,QA,35.37
E07726,Patricia Hancock,Supervisor,Logistics,38.13
E07727,Allen Richardson,Supervisor,Assembly,26.73
E07728,Bianca Jones,Supervisor,Maintenance,39.37
E07729,Richard Bauer,Engineer,Logistics,14.27
E07730,Douglas Sharp,Technician,Logistics,44.31
E07731,Crystal Johnson,Supervisor,Logistics,39.21
E07732,Juan Meyer,Technician,QA,16.23
E07733,Denise Allen,Technician,Maintenance,18.33
E07734,Larry Ryan,Supervisor,Packaging,24.42
E07735,Nicholas Dunlap,Technician,Assembly,36.1
E07736,Susan Horton,Engineer,QA,38.1
E07737,Teresa Hall,Supervisor,Packaging,47.41
E07738,Victor Smith,Engineer,Logistics,23.51
E07739,Eric Wilson,Technician,Assembly,26.22
E07740,David Smith,Operator,Assembly,38.1
E07741,Morgan Melton,Technician,Packaging,24.56
E07742,Michael Lopez,Technician,Packaging,37.25
E07743,Todd Ortiz,Technician,QA,32.3
E07744,Tina Brown,Operator,Logistics,15.79
E07745,Cory Elliott,Operator,Maintenance,26.52
E07746,Theresa Bonilla,Engineer,Logistics,11.47
E07747,Eric Harris,Supervisor,Assembly,42.1
E07748,Renee Bailey,Supervisor,Maintenance,47.58
E07749,Travis Abbott,Operator,Assembly,45.21
E07750,Maria Davidson,Engineer,Assembly,26.16
E07751,Alexander Parker,Engineer,Maintenance,17.74
E07752,Melissa Johnson,Engineer,Maintenance,25.84
E07753,Debra Anderson,Engineer,Packaging,20.64
E07754,Jay Barr,Engineer,Assembly,47.94
E07755,Michael Hernandez,Supervisor,Logistics,34.71
E07756,Randy Smith,Supervisor,Assembly,29.79
E07757,Shannon Edwards,Supervisor,Packaging,31.97
E07758,Allison Edwards,Technician,Logistics,15.8
E07759,Ryan Jackson,Engineer,Maintenance,46.53
E07760,Brandy Brown,Supervisor,Maintenance,14.3
E07761,Sheryl Garcia,Technician,Assembly,24.34
E07762,Justin Young,Technician,Maintenance,25.35
E07763,James Newman,Technician,QA,42.26
E07764,Patrick Diaz,Engineer,Packaging,20.97
E07765,Randall Figueroa,Operator,Packaging,30.9
E07766,Derek Jones,Operator,Assembly,42.41
E07767,Kevin Fletcher,Operator,Packaging,47.82
E07768,Jenny Williams,Supervisor,Assembly,24.66
E07769,Jessica Clark,Supervisor,Maintenance,26.5
E07770,Richard Stevens,Technician,Assembly,12.11
E07771,Thomas Bradley,Technician,QA,21.47
E07772,Katherine Villegas,Engineer,Maintenance,33.84
E07773,Adriana Ramos,Operator,Maintenance,24.58
E07774,Stacy Thomas,Operator,Assembly,12.6
E07775,Bradley Rios,Engineer,Packaging,11.31
E07776,Chad Scott,Technician,Assembly,11.89
E07777,Robert Gomez,Technician,Packaging,20.5
E07778,Samantha Berry,Technician,QA,32.68
E07779,Sabrina Santana,Technician,Logistics,27.74
E07780,Ronnie Johnson,Engineer,Packaging,28.01
E07781,Stephanie Peters,Engineer,Packaging,39.95
E07782,Ryan May,Engineer,QA,18.93
E07783,Maria Patterson,Engineer,Assembly,47.16
E07784,Kristina Henderson,Engineer,Logistics,11.0
E07785,Melissa Proctor,Technician,Logistics,43.92
E07786,Jeremy Short,Engineer,QA,37.07
E07787,Theresa Rodriguez,Operator,Logistics,16.31
E07788,Amanda Martin,Engineer,Logistics,15.8
E07789,Pamela Sullivan,Supervisor,Packaging,11.93
E07790,Johnny Brewer,Supervisor,QA,24.85
E07791,Charles Steele,Supervisor,Maintenance,30.58
E07792,Joseph Smith Jr.,Supervisor,Assembly,33.82
E07793,Michael Griffith,Supervisor,Maintenance,26.05
E07794,Tim Turner DDS,Engineer,Logistics,14.05
E07795,Tiffany Matthews,Engineer,Logistics,24.2
E07796,Mark Hawkins,Operator,Logistics,32.73
E07797,Elizabeth Ellis,Supervisor,Assembly,44.04
E07798,Christian Ramirez,Engineer,Maintenance,26.65
E07799,Eric Pitts,Engineer,Maintenance,19.6
E07800,Leslie Harris,Supervisor,QA,43.86
E07801,Sarah Lopez,Technician,Maintenance,28.0
E07802,Katherine Henry,Supervisor,QA,46.41
E07803,Beverly Patton,Engineer,Logistics,26.87
E07804,Alexandria Coleman,Engineer,QA,14.74
E07805,Sarah Wright,Engineer,Logistics,33.95
E07806,Kayla Castro,Engineer,Logistics,41.61
E07807,David Serrano,Engineer,QA,39.64
E07808,Nicole Hamilton,Operator,Packaging,47.54
E07809,Adam Chapman,Engineer,Maintenance,14.13
E07810,Sherri Manning,Engineer,Packaging,48.0
E07811,Alexander Roman PhD,Engineer,Packaging,18.72
E07812,Jonathan Long,Operator,Assembly,29.83
E07813,Michael Wilcox,Supervisor,QA,45.21
E07814,Ernest Young,Operator,QA,23.29
E07815,Jessica Jones,Supervisor,Assembly,22.84
E07816,Dillon Wilson,Operator,QA,33.89
E07817,Bradley Martinez,Operator,Packaging,14.45
E07818,Lauren Rivera,Engineer,QA,49.67
E07819,Linda Davis,Engineer,Packaging,26.51
E07820,Rebecca Garcia,Technician,Logistics,15.56
E07821,Marcus Martin MD,Supervisor,Assembly,44.9
E07822,Kathryn Medina,Technician,Maintenance,12.09
E07823,Jeffrey Hicks,Engineer,Packaging,45.09
E07824,Mr. Shane Paul,Technician,Packaging,21.13
E07825,Lisa Thompson,Engineer,Maintenance,26.04
E07826,Elijah Stevens,Technician,Packaging,21.28
E07827,Brett Robinson,Operator,Maintenance,11.43
E07828,Veronica Bradley,Supervisor,Logistics,48.11
E07829,Bruce Stewart,Supervisor,Assembly,13.48
E07830,Thomas Bond,Engineer,Logistics,10.71
E07831,Austin Thomas,Engineer,Assembly,40.13
E07832,Kevin Johnson,Technician,Logistics,39.13
E07833,James Smith,Supervisor,Maintenance,23.69
E07834,Donna Gardner,Operator,Logistics,10.02
E07835,Jeremy Sullivan,Engineer,Maintenance,10.72
E07836,Sarah Howard,Operator,Maintenance,16.84
E07837,Anna Garcia,Operator,Assembly,34.15
E07838,Ryan Thompson DDS,Operator,Packaging,20.08
E07839,Michael Davis,Technician,QA,21.25
E07840,Stephanie White,Engineer,Maintenance,48.52
E07841,Elizabeth Cantrell,Technician,Packaging,45.99
E07842,Amanda Reed,Supervisor,Maintenance,15.06
E07843,Breanna Johnson,Operator,Logistics,34.34
E07844,Mitchell Moore,Technician,Assembly,19.84
E07845,Scott Schneider,Supervisor,Maintenance,10.87
E07846,Thomas Winters,Technician,Logistics,16.67
E07847,Cynthia Snyder,Operator,Assembly,14.02
E07848,Marie Guzman,Operator,Maintenance,42.13
E07849,Kenneth Delgado,Supervisor,QA,11.37
E07850,Kim Salinas,Technician,Assembly,11.54
E07851,Justin Frank,Engineer,Logistics,34.18
E07852,Jessica Brooks,Engineer,Logistics,47.1
E07853,Rachel Santiago,Technician,Maintenance,10.31
E07854,Jared Thompson,Engineer,Maintenance,39.17
E07855,Preston Kramer,Supervisor,Assembly,24.72
E07856,Trevor Noble,Supervisor,Assembly,27.41
E07857,Nina Thomas,Technician,Maintenance,25.01
E07858,Monica Gomez,Operator,Maintenance,34.87
E07859,Patrick Pham,Engineer,Assembly,15.01
E07860,Jessica Russell,Supervisor,Logistics,14.63
E07861,Valerie Davis,Operator,Maintenance,23.46
E07862,Thomas Baker,Supervisor,QA,13.71
E07863,Briana Thomas,Operator,Assembly,44.93
E07864,Valerie Gonzales,Operator,Packaging,49.66
E07865,Joseph Gomez,Technician,Assembly,48.59
E07866,Christine Whitney,Engineer,QA,31.13
E07867,David Conner,Operator,Maintenance,41.87
E07868,John Tran,Operator,QA,48.91
E07869,Lori Garcia,Engineer,QA,38.39
E07870,Anthony West,Supervisor,Packaging,46.92
E07871,Pamela Rodriguez,Engineer,Logistics,16.51
E07872,Leslie Brown,Engineer,Assembly,47.93
E07873,William Mcgrath,Operator,Packaging,16.43
E07874,Joan Arnold,Supervisor,Assembly,12.28
E07875,Darlene Roberts,Technician,Assembly,49.26
E07876,Ellen Bailey,Engineer,QA,49.55
E07877,Ronald Nolan,Supervisor,Logistics,14.3
E07878,Keith Vasquez,Technician,Maintenance,26.45
E07879,Mark Owens DDS,Engineer,QA,35.44
E07880,Alexander Pace,Technician,QA,44.05
E07881,Laura Bush,Supervisor,Logistics,24.87
E07882,David Nelson,Engineer,Assembly,46.64
E07883,Carla Walters,Operator,Maintenance,15.77
E07884,Holly Munoz,Supervisor,Packaging,11.32
E07885,Cody Mercer,Engineer,Maintenance,26.22
E07886,Karen Summers,Technician,Assembly,31.12
E07887,Jesse Mcclain,Technician,QA,46.82
E07888,Samantha Love,Supervisor,Packaging,45.75
E07889,Lynn Roach,Engineer,Assembly,27.3
E07890,Patricia Lee,Operator,Logistics,44.56
E07891,Jessica Edwards,Operator,Maintenance,16.58
E07892,Nicole Chapman,Operator,Assembly,18.5
E07893,Carl Vasquez,Engineer,Packaging,30.47
E07894,Kimberly Stewart,Operator,Maintenance,11.95
E07895,Maria Butler,Engineer,Logistics,40.26
E07896,Scott Fuller,Technician,Logistics,31.41
E07897,Christina Brooks,Engineer,Assembly,15.75
E07898,Robin Gomez,Engineer,Packaging,30.44
E07899,Yolanda Williams,Supervisor,Packaging,29.9
E07900,Christy Jacobs,Technician,QA,35.57
E07901,Gabrielle Bailey,Engineer,QA,12.26
E07902,Melissa Foster,Operator,Logistics,24.77
E07903,Abigail Perez,Engineer,Logistics,42.29
E07904,Thomas Ashley,Engineer,Assembly,11.02
E07905,Jonathan Cummings,Engineer,QA,35.55
E07906,Teresa Lee,Technician,Maintenance,23.65
E07907,Laura Rhodes,Technician,Logistics,37.01
E07908,Elizabeth Richards,Supervisor,QA,21.7
E07909,Brittany Gonzalez,Technician,QA,46.16
E07910,Lisa Maddox,Operator,Assembly,22.05
E07911,Susan Sanchez,Engineer,Maintenance,43.84
E07912,Steven Jenkins,Engineer,Logistics,16.93
E07913,Susan Pierce,Operator,QA,49.22
E07914,Todd Bush,Supervisor,Maintenance,24.5
E07915,John Moore,Operator,Logistics,30.16
E07916,Julia Lambert,Engineer,Assembly,43.5
E07917,Angela Hall,Supervisor,Packaging,13.04
E07918,Thomas Wright,Supervisor,Assembly,16.02
E07919,Marc Lewis,Engineer,QA,23.52
E07920,Matthew Gibson,Engineer,QA,25.56
E07921,Lisa Heath,Engineer,Logistics,42.46
E07922,Mary Bradley,Supervisor,Logistics,18.99
E07923,Mark Hayes,Supervisor,Assembly,42.42
E07924,Ashley Mccann,Engineer,Packaging,39.41
E07925,Jacob Patterson,Supervisor,Assembly,42.65
E07926,Ashley Ramirez,Technician,Packaging,43.45
E07927,Karen Kerr,Supervisor,Logistics,39.69
E07928,Jessica Pearson,Supervisor,Assembly,17.25
E07929,Andrew Hernandez,Technician,Logistics,29.05
E07930,Deborah Williams,Engineer,Packaging,41.33
E07931,Allison Richardson,Operator,Maintenance,19.15
E07932,Carlos Patrick,Operator,QA,42.46
E07933,Richard Price,Operator,Maintenance,37.28
E07934,Meagan Perez,Engineer,QA,41.47
E07935,Nicole Ward,Operator,Maintenance,14.2
E07936,Matthew Young,Supervisor,Logistics,32.2
E07937,Bryan Figueroa,Technician,Assembly,39.55
E07938,Jesus Carter,Engineer,Packaging,32.03
E07939,Jennifer Padilla,Engineer,Assembly,13.79
E07940,Lori Murray,Operator,QA,47.87
E07941,Barbara Lewis,Supervisor,Assembly,35.34
E07942,Felicia Nguyen,Engineer,QA,30.3
E07943,Rachel Boyd,Supervisor,Logistics,24.14
E07944,Bailey Mclaughlin,Engineer,Logistics,19.97
E07945,Dustin Johnson,Supervisor,QA,30.43
E07946,Jacqueline Carlson,Supervisor,Packaging,12.26
E07947,Robert Barnett,Technician,Logistics,47.64
E07948,Sylvia Davidson,Operator,QA,16.96
E07949,Karen Bauer,Technician,Packaging,22.61
E07950,Stacey Simmons,Supervisor,QA,43.06
E07951,Samantha Diaz MD,Engineer,Packaging,48.39
E07952,Elizabeth Huffman,Operator,Maintenance,30.67
E07953,Mason Sandoval,Operator,QA,39.44
E07954,Dustin Ford,Engineer,Maintenance,47.48
E07955,Leonard Alexander,Operator,QA,12.24
E07956,Bryan Jenkins,Engineer,Packaging,10.1
E07957,Jason Anderson,Supervisor,Maintenance,41.91
E07958,Julia Flores,Supervisor,Packaging,29.47
E07959,Barry Hill,Technician,Maintenance,38.38
E07960,Joseph Bridges,Operator,Packaging,25.77
E07961,Roy Moore,Supervisor,Assembly,15.35
E07962,George Wagner,Engineer,Logistics,12.35
E07963,David Weiss,Technician,Assembly,46.15
E07964,Heather Morales,Engineer,Assembly,43.21
E07965,Mike Williams,Supervisor,Logistics,42.41
E07966,Brandon Phillips,Engineer,Packaging,19.25
E07967,Dale Bowman,Engineer,Packaging,48.8
E07968,Christopher Wilson,Engineer,Packaging,45.29
E07969,Mr. John Schneider MD,Engineer,QA,30.08
E07970,Peter Roy,Technician,Packaging,48.43
E07971,Rodney Zamora,Operator,QA,39.06
E07972,Michelle Rios,Technician,Logistics,10.78
E07973,Chelsea Lee,Supervisor,Logistics,48.8
E07974,Robert Lee,Supervisor,Packaging,32.35
E07975,Cynthia Kennedy,Engineer,Packaging,12.86
E07976,Brenda Martin,Technician,Logistics,24.55
E07977,David Cox,Operator,Packaging,26.36
E07978,Adam Miles,Supervisor,Logistics,43.7
E07979,Pamela Clark,Operator,Assembly,11.12
E07980,Adam Frye,Technician,Assembly,35.92
E07981,Alex Harper,Technician,Maintenance,45.91
E07982,Richard Nolan,Operator,QA,36.27
E07983,Jennifer Lopez,Supervisor,Logistics,25.44
E07984,Christopher Harrison,Technician,Packaging,28.6
E07985,Erik Smith,Supervisor,QA,47.14
E07986,Karen Herrera,Engineer,Logistics,12.94
E07987,Anna Armstrong,Engineer,QA,27.99
E07988,Joseph Cruz,Operator,Packaging,33.75
E07989,Jason Matthews,Operator,Maintenance,14.73
E07990,John Johnson,Engineer,Logistics,34.1
E07991,Christine Chapman,Supervisor,QA,13.73
E07992,Nathaniel Hatfield,Technician,Maintenance,49.07
E07993,Kevin Campos,Supervisor,Maintenance,21.27
E07994,Amanda Harrison,Technician,Assembly,29.78
E07995,Jerome Watson,Engineer,Packaging,49.58
E07996,Daniel Gonzales,Technician,Assembly,20.96
E07997,Kim Phillips,Technician,Assembly,29.3
E07998,Amanda Reed,Engineer,Packaging,37.07
E07999,Marie Evans,Technician,Logistics,46.61
E08000,Jerry Harmon,Operator,Maintenance,27.31
E08001,Emily Cortez,Supervisor,Logistics,22.09
E08002,Gabriela King,Operator,Logistics,26.77
E08003,Tamara Lloyd,Operator,QA,26.27
E08004,Edwin Mccoy,Supervisor,Logistics,32.45
E08005,Michael Sanchez,Technician,Logistics,16.41
E08006,Alyssa Randall,Engineer,Assembly,12.38
E08007,Victor Mercado,Supervisor,Logistics,10.05
E08008,Steven Serrano,Operator,QA,21.01
E08009,Stephanie Caldwell,Engineer,Maintenance,22.74
E08010,Allison Murphy DVM,Operator,Logistics,48.73
E08011,Laura Koch,Supervisor,QA,18.7
E08012,Bradley Lewis,Supervisor,Assembly,31.79
E08013,Adam Crosby,Operator,Packaging,44.75
E08014,Jordan Ferguson,Technician,QA,39.55
E08015,William Parker,Technician,Maintenance,12.37
E08016,Shaun Alvarez,Operator,QA,24.91
E08017,Mariah Schneider,Technician,Packaging,36.61
E08018,Mark Olsen,Technician,Assembly,10.25
E08019,Travis Ruiz,Operator,Maintenance,48.13
E08020,Dorothy Hendricks,Supervisor,Assembly,19.25
E08021,Jacqueline Howard,Supervisor,Packaging,29.48
E08022,Cheryl Aguilar,Supervisor,Assembly,12.85
